Text-Link,Text-Category,Deepseek:32b,Named entity recognition,Ground truth,Named Entities,
https://timesofmalta.com/article/recognise-palestine-now-envoy-says-us-rejects-claims-meddling.109370 , Politics ,Male: 3 Female: 0 Unknown: 1,Male: 2 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 1, Fadi Hanania - M Pedro Sanchez - M Robert Abela - M US spokesperson - U,
https://timesofmalta.com/article/this-eurovision-metsola-tells-meps-singing-bella-ciao-orban.1099214 , Politics ,Male: 6 Female: 3 Unknown: 0,Male: 1 Female: 5 Unknown: 0,Male: 7 Female: 3 Unknown: 0, Roberta Metsola - F Viktor Orban - M Vladimir Putin - M Terry Reintke - F Ursula von der Leyen - F Manfred Weber - M Gerben-Jon Gerbrandy - M Donald Trump - M Peter Magyar - M Jorge Busade Villalba - M,
https://timesofmalta.com/article/today-front-pages-december-8-2024.1102163 , Politics ,Male: 3 Female: 3 Unknown: 0,Male: 0 Female: 6 Unknown: 0,Male: 2 Female: 3 Unknown: 1, Russian foreign minister - U Karmenu Mifsud Bonnici - M Alicia Bugeja - F Beth Cachia - F Nigel Vella - M Yana Borg Debono Grech - F,
https://timesofmalta.com/article/plans-mqabba-asphalt-plant-scrapped-robert-abela-announces.1092690 , Politics ,Male: 5 Female: 1 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 5 Female: 1 Unknown: 0, Robert Abela - M Silvio Schembri - M Bernard Grech - M Roberta Metsola - F Edward Scucluna - M David Casa - M,
https://timesofmalta.com/article/a-need-discuss-abortion-one-major-decision-ahead-says-abela.1093788 , Politics ,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 2 Female:1 Unknown: 0, Robert Abela - M Joseph Muscat - M pregnant woman - F,
https://timesofmalta.com/article/bernard-grech-hits-labour-vote-stealing.1091668 , Politics ,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0, Bernard Grech - M Robert Abela - M,
https://timesofmalta.com/article/glenn-micallef-convincing-impression-mep-grilling-commission-job.1101611 , Politics ,Male: 6 Female: 3 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Male: 7 Female: 2 Unknown: 1, Glenn Micallef - M Nela Riehl - M Ursula von der Legen - F Peter Agius - M David Casa - M Metsola - U Teresa Ribera - F Alex Agius Saliba - M Daniel Attard - M Thomas Bajada - M,
https://timesofmalta.com/article/malta-climbs-press-freedom-index-countries-got-worse.1091851 , Politics ,Male: 1 Female: 2 Unknown: 0,Male: 0 Female: 2 Unknown: 0,Male: 1 Female: 2 Unknown: 0, Pavol Szalai - M Daphne Caruana Galiza - F Anne Bocande - F,
https://timesofmalta.com/article/i-want-talk-election-pm-skirts-query-fearne-disciplinary-action.1092133 , Politics ,Male: 4 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0, Robert Abela - M Chris Fearne - M Konrad Mizzi - M Edward Scicluna - M,
https://timesofmalta.com/article/teen-arrested-suspicion-placing-homemade-bomb-outside-labour-hq.1093251 , Politics ,Male: 1 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0, 19-year old - M,
https://timesofmalta.com/article/health-services-suffered-public-funds-went-vitals-fraud-adpd.1093245 , Politics ,Male: 5 Female: 1 Unknown: 0,Male: 2 Female: 4 Unknown: 0,Male: 5 Female: 1 Unknown: 0, Sandra Grech - F Joseph Muscat - M Keith Schembri - M Konrad Mizzi - M Jack Tolu - M Ralph Cassar - M,
https://timesofmalta.com/article/malta-winning-country-manfred-weber-tells-epp.1101355 , Politics ,Male: 7 Female: 3 Unknown: 0,Male: 6 Female: 2 Unknown: 0,Male: 7 Female: 3 Unknown: 0, Manfred Weber - M Bernard Grech - M Roberta Metsola - F Dubravka Suica - F Lawrence Gonzi - M Simon Busuttil - M David Casa - M Peter Agius - M Ursula von der Leyen - F Petro Poroshenko - M,
https://timesofmalta.com/article/imprisoned-home-man-waits-urgent-knee-operation-10-months.1093817 , Health and Medicine ,Male: 1 Female: 2 Unknown: 1,Male: 4 Female: 0 Unknown: 0,Male: 1 Female: 2 Unknown: 1, Mario Carbone - M Daniela - F surgeon - U Dorian Xuereb - F,
https://timesofmalta.com/article/make-day-joseph-muscat-dares-critics-reopen-egrant-case.1101232 , Health and Medicine ,Male: 2 Female: 3 Unknown: 0,Male: 2 Female: 3 Unknown: 0,Male: 2 Female: 3 Unknown: 0, Joseph Muscat - M Charlon Gouder - M Michelle - F Maria Efimova - F Miroslava Milenovic - F,
https://timesofmalta.com/article/6-million-650-couples-ivf-waiting-list-get-private-treatment.1092792 , Health and Medicine ,Male: 2 Female: 0 Unknown: 0,Male: 0 Female: 1 Unknown: 0,Male: 2 Female: 0 Unknown: 0, Jo Etienne Abela - M Robert Abela - M,
https://timesofmalta.com/article/malta-hit-rise-covid19-cases.1094454 , Health and Medicine ,Male: 1 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0, health ministry spokesperson - M,
https://timesofmalta.com/article/watch-free-preventive-hiv-treatment-introduced-next-year.1102151 , Health and Medicine ,Male: 1 Female: 0 Unknown: 0,Male: 0 Female: 1 Unknown: 0,Male: 1 Female: 0 Unknown: 0, Jo Etienne Abela - M,
https://timesofmalta.com/article/emergency-room-wait-times-reached-810-hours.1092200 , Health and Medicine ,Male: 2 Female: 0 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Male: 2 Female: 0 Unknown: 0, Jo Etienne Abela - M Paul Pace - M,
https://timesofmalta.com/article/the-maltese-healthier-longer-anyone-europe-report-shows.1098583 , Health and Medicine ,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0, N/A,
https://timesofmalta.com/article/government-spent-105m-outpatients-block-plans-scrap-mam.1098471 , Health and Medicine ,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0, Chris Fearne - M Jo Etienne Abela - M Paul Pace - M,
https://timesofmalta.com/article/edward-scicluna-opens-stepping-aside-insists-remains-governor.1096101 , Health and Medicine ,Male: 6 Female: 0 Unknown: 0,Male: 5 Female: 0 Unknown: 0,Male: 7 Female: 0 Unknown: 0, Edward Scicluna - M Robert Abela - M Owen Bonnici - M Ian Borg - M Michael Falzon - M Alexander Demarco - M Ilmārs Rimšēvičs - M,
https://timesofmalta.com/article/ivf-treatment-goes-private-public-hospital-clinic-closes-upgrade.1096887 , Health and Medicine ,Male: 1 Female: 0 Unknown: 2,Male: 0 Female: 1 Unknown: 0,Male: 1 Female: 0 Unknown: 1, Jo Etienne Abela - M Health Ministry Spokesperson - U,
https://timesofmalta.com/article/mccaa-warns-shein-temu-children-footwear-containing-harmful-chemicals.1102203 , Health and Medicine ,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0, N/A,
https://timesofmalta.com/article/ministry-looks-scrap-paola-health-centre-contract.1096931 , Health and Medicine ,Male: 2 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0, Ray Vella - M Pantalesco - M,
https://timesofmalta.com/article/17-marathons-10-days-maltese-athlete-completes-epic-run.1097004 , Health and Medicine ,Male: 1 Female: 0 Unknown: 3,Male: 3 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 3, Stephen Sammut Nurminen - M partner - U videographer - U driver - U,
https://timesofmalta.com/article/do-consume-shredded-coconut-contain-salmonella.1101522 , Health and Medicine ,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0, N/A,
https://timesofmalta.com/article/watch-health-id-doublechecks-aimed-cutting-human-error-minister.1097621 , Health and Medicine ,Male: 4 Female: 0 Unknown: 22,Male: 2 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 12, Jo Etienne Abela - M Jason Azzopardi - M man - M letterbox fixing man - M a dozen poeple - U 12,
https://timesofmalta.com/article/now-bald-son-shaves-off-hair-solidarity-cancerpatient-mum.1094228 , Health and Medicine ,Male: 1 Female: 3 Unknown: 0,Male: 2 Female: 1 Unknown: 0,Male: 1 Female: 1 Unknown: 0, Sam Diamond - F Liam Diamond - M,
https://timesofmalta.com/article/over-5000-students-attend-mental-health-first-aid-course.1093247 , Health and Medicine ,Male: 1 Female: 1 Unknown: 1,Male: 1 Female: 2 Unknown: 0,Male: 2 Female: 1 Unknown: 1, Lydia Abela - M Clifton Grima Jo Etienne Abela - M,
https://timesofmalta.com/article/i-told-i-dead-three-months-patients-fear-identity-theft.1096873 , Health and Medicine ,Male: 6 Female: 1 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 7 Female: 1 Unknown: 0, man - M Jason Azzopardi - M mother - F another man - M business owner - M professional - M Ian Deguara - M Jo Etienne Abela - M,
https://timesofmalta.com/article/do-consume-protein-powder-contain-pieces-metal.1101733 Health , Health and Medicine ,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0, N/A,
https://timesofmalta.com/article/a-fifth-70s-die-year-hip-fracture.1093769 , Health and Medicine ,Male: 2 Female: 1 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 1 Female: 1 Unknown: 0, surgeon - M Carmelina Borg - F,
https://timesofmalta.com/article/portelli-bid-sanction-illegal-pools-mockery-justice-graffitti.1096407 , Infrastructure and Transport ,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0, Joseph Portelli - M Robert Abela - M,
https://timesofmalta.com/article/pa-suspends-decision-sevenfloor-sa-maison-block-protests-mount.1097278 , Infrastructure and Transport ,Male: 5 Female: 0 Unknown: 0,Male: 5 Female: 0 Unknown: 0,Male: 5 Female: 0 Unknown: 0, Dimitri Sturdza  - M Michael Anastasi - M Joseph Magro Conte - M Malcolm Mifsud - M David Cortis - M,
https://timesofmalta.com/article/lesa-officer-injured-crash-msida-rue-dargens.1091639 , Infrastructure and Transport ,Male: 1 Female: 1 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 1 Female: 1 Unknown: 0, LESA officer - F 58-year-old - M,
https://timesofmalta.com/article/blank-walls-temporary-architect-seeking-swieqi-pencil-development.1098058 , Infrastructure and Transport ,Male: 4 Female: 1 Unknown: 0,Male: 5 Female: 0 Unknown: 0,Male: 4 Female: 1 Unknown: 0, Christian Spiteri - M Christopher Stanley - M Noel Muscat - M Timothy Bartolo - M Tara Cassar - F,
https://timesofmalta.com/article/motorcyclist-grievously-hurt-rue-dargens-crash.1091784 , Infrastructure and Transport ,Male: 2 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0, Egyptian - M Bangladeshi - M,
https://timesofmalta.com/article/pedestrian-34-critically-hurt-hit-car-qormi.1093009 , Infrastructure and Transport ,Male: 3 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0, pedestrian - M Toyota driver - M Antoine Agius Bonnici - M,
https://timesofmalta.com/article/tm-investigating-alleged-illegal-activities-watersport.1096796 , Infrastructure and Transport ,Male: 3 Female: 0 Unknown: 1,Male: 0 Female: 0 Unknown: 0,Male: 3 Female: 1 Unknown: 1, eight-year old - M thirteen-year old - M 12-year old - U 11-year old - F five-year old - M,
https://timesofmalta.com/article/demonstrators-abela-stop-pa-backdoor-sanctioning-illegal-developments.1097457 , Infrastructure and Transport ,Male: 6 Female: 1 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Male: 6 Female: 1 Unknown: 0, Robert Abela - M Andre Callus - M Joseph Portelli - M Patrick Calleja - M Oliver Magro - M Luke Said - M Astrid Vella - F,
https://timesofmalta.com/article/selfemployed-cab-drivers-protest-injustice-saturated-market.1093278 , Infrastructure and Transport ,Male: 1 Female: 0 Unknown: 2,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 2, Aron Gatt - M Transport Ministry spokesperson - U minister - U,
https://timesofmalta.com/article/elderly-man-injured-cospicua-traffic-accident.1101316 , Infrastructure and Transport ,Male: 1 Female: 1 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 1 Female: 1 Unknown: 0, 71-year old - M 43-year old - F,
https://timesofmalta.com/article/i-cannot-recall-day-like-yesterday-emergency-doc-triple.1097341 , Infrastructure and Transport ,Male: 2 Female: 2 Unknown: 0,Male: 3 Female: 0 Unknown: 1,Male: 2 Female: 2 Unknown: 0, Michael Spiteri - M Balu Ganesh Balakrisha - M Carmen Buttigieg - F Cristi Robles - F,
https://timesofmalta.com/article/local-plan-change-expected-multiply-villa-rosa-project-size.1099190 , Infrastructure and Transport ,Male: 4 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 3, Anthony Camilleri - M government source - U other cabinet member - U other cabinet member - U Robert Abela - M Anton Camilleri - M Andrea Vasallo - M,
https://timesofmalta.com/article/van-crashes-house-porch-st-paul-bay.1097525 , Infrastructure and Transport ,Male: 1 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0, 47-year old - M,
https://timesofmalta.com/article/airport-boss-warns-queues-amid-staggering-passenger-numbers.1094014 , Infrastructure and Transport ,Male: 4 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0, Alan Borg - M Michael O'Leary - M Jason Azzopardi - M spokesperson - M,
https://timesofmalta.com/article/summertime-ban-demolition-excavation-tourist-areas-begins.1093996 , Infrastructure and Transport ,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0, N/A,
https://timesofmalta.com/article/three-years-counting-manikata-residents-roadworks-hell.1092846 , Infrastructure and Transport ,Male: 2 Female: 0 Unknown: 4,Male: 1 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 2, shop owner - M resident - U Gabriel Micallef - M resident since 1998 - U,
https://timesofmalta.com/article/birkirkara-traffic-accident-causes-long-traffic-jam.1092815 , Infrastructure and Transport ,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0, N/A,
https://timesofmalta.com/article/three-hurt-one-seriously-vans-collide.1101298 , Infrastructure and Transport ,Male: 2 Female: 1 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 2 Female: 1 Unknown: 0, two men - M M woman - F,
https://timesofmalta.com/article/pa-approves-rezoning-massive-nigret-arable-site-residential-complex.1097895 , Infrastructure and Transport ,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0, Joseph Bondin - M,
https://timesofmalta.com/article/centenary-malta-pavilion-1924-british-empire-exhibition.1091245 , Society and Culture ,Male: 10 Female: 4 Unknown: 1,Male: 6 Female: 0 Unknown: 0,Male: 12 Female: 4 Unknown: 0, Edward Tancred Agius - M Maria Concetta Muscat - F Joseph Muscat - M Ambrose Agius - M Ugo Mifsud - M Philomena Muscat - F Edward Tancred Agius - M Robert Caruana Dingli - M Edward Caruana DIngli - M Albert E. Abela - M Albert Laferla - M Arthur - M marie Agius - F Suzanne Agius - F Francis Bourne - M Peter Agius - M,
https://timesofmalta.com/article/pn-reveals-gozo-flats-dozens-registered-residents.1097742 , Society and Culture ,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0, Darren Carabott - M Mark Agius - M Jason Azzopardi - M,
https://timesofmalta.com/article/motorcyclists-join-santa-maria-pilgrimage-raise-1000-puttinu-cares.1096780 , Society and Culture ,Male: 3 Female: 1 Unknown: 1,Male: 2 Female: 5 Unknown: 0,Male: 4 Female: 1 Unknown: 0, Mario Micallef - M Angele Cuschieri - F Rennie Zerafa - M Noel Vassallo - M David Farrugia - M,
https://timesofmalta.com/article/government-stop-giving-away-beach-space-deckchairs-sandra-gauci.1098134 , Society and Culture ,Male: 0 Female: 1 Unknown: 0,Male: 0 Female: 1 Unknown: 0,Male: 0 Female: 1 Unknown: 0, Sandra Gauci - F,
https://timesofmalta.com/article/civil-protection-officers-decked-improved-personal.1101284 , Society and Culture ,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0, Byron Camilleri - M Peter Paul Coleiro - M,
https://timesofmalta.com/article/dont-give-space-populist-instigators-rebecca-buttigieg-ba-ruling.1097091 , Society and Culture ,Male: 3 Female: 2 Unknown: 0,Male: 2 Female: 1 Unknown: 0,Male: 2 Female: 2 Unknown: 1, Rebecca Buttigieg - F Norman Lowell - M Owen Bonnici - M spokesperson - U Claudette Buttigieg - F,
https://timesofmalta.com/article/caritas-welcomes-budget-measures-warns-lowincome-families.1100344 , Society and Culture ,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0, N/A,
https://timesofmalta.com/article/pay-150-taxes-even-earn-10000.1096397 , Society and Culture ,Male: 2 Female: 0 Unknown: 4,Male: 0 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 4, WT Global official - M Ferrugia Fleet owner - M WT Global spokesperson - U lawyer - U Bolt spokesperson - U Ecabs representative - U,
https://timesofmalta.com/article/syrians-malta-celebrate-assad-fall-13-years-war.1102166 , Society and Culture ,Male: 3 Female: 0 Unknown: 0,Male: 5 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0, Bashar al-Assad - M Ahmad Kasem - M Mazen Dadouch - M Omar Rabah - M,
https://timesofmalta.com/article/in-pictures-evolution-bathing-costume-fashion.1097198 , Society and Culture ,Male: 0 Female: 0 Unknown: 1,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 1, author - U,
https://timesofmalta.com/article/mgarr-family-secure-right-carry-santa-maria-statue-40200-bid.1096885 , Society and Culture ,Male: 6 Female: 0 Unknown: 0,Male: 7 Female: 0 Unknown: 0,Male: 6 Female: 0 Unknown: 0, Mario Muscat - M Wistin Vella - M Noel Vassallo - M Simon Camilleri - M Jamie Grech - M John Grima - M,
https://timesofmalta.com/article/in-pictures-sailing-vessels-early-malta.1096808 , Society and Culture ,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0, Salvatore Lorenzo Cassar - M Edward Alfred Gouder - M Name: Geo Fürst - M,
https://timesofmalta.com/article/gozo-pride-march-saturday.1097530 , Society and Culture ,Male: 0 Female: 1 Unknown: 0,Male: 0 Female: 1 Unknown: 0,Male: 0 Female: 1 Unknown: 0, Olivia Lilith - F,
https://timesofmalta.com/article/man-found-dead-st-paul-bay-street.1097460 , Society and Culture ,Male: 1 Female: 0 Unknown: 2,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 2, Louis Gauci - M police spokesperson - U police officer - U,
https://timesofmalta.com/article/lgbtiq-migrants-nonmaltese-still-face-discrimination-law.1092695 , Society and Culture ,Male: 2 Female: 2 Unknown: 0,Male: 1 Female: 1 Unknown: 0,Male: 2 Female: 2 Unknown: 0, Jules - F Nasier - M Neil Falzon - M Marie-Louise Coleiro Preca - F,
https://timesofmalta.com/article/academic-literary-critic-charles-briffa-dies-aged-73.1098382 , Society and Culture ,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0, Charles Briffa - M Owen Bonnici - M Evarist Bartolo - M,
https://timesofmalta.com/article/in-pictures-runners-raise-1000-19km-run-memory-becs.1096276 , Society and Culture ,Male: 4 Female: 2 Unknown: 0,Male: 2 Female: 5 Unknown: 0,Male: 4 Female: 2 Unknown: 0, Rebecca Zammit Lupi - F Tommy Wallbank - M Darrin Zammit Lupi - M Marisa Ford - F Fabio Spiteri - M Miguel Mifsud - M,
https://timesofmalta.com/article/the-people-pay-thousands-carry-santa-marija-statue.1096758 , Society and Culture ,Male: 3 Female: 0 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0, Wistin Vella - M grandfather - M uncle - M,
https://timesofmalta.com/article/cost-feeding-family-four-shot-3500-4-years-caritas.1097325 , Society and Culture ,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0, N/A,
https://timesofmalta.com/article/in-pictures-early-postcards-unusual-sports-malta.1092606 , Society and Culture ,Male: 2 Female: 0 Unknown: 1,Male: 3 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 1, Richard Ellis - M Salvatore Lorenzo Cassar - M author - U,
https://timesofmalta.com/article/vitals-auditor-acted-professional-money-launderer-hospitals.1093060,Crime and Justice,Male: 6 Female: 1 Unknown: 0,Male: 8 Female: 0 Unknown: 0,Male: 7 Female: 0 Unknown: 0,Chris Spiteri - M Shaukat Ali - M Keith Schembri - M Muammar Gaddafi - M Asad Ali - M Joseph Muscat - M Konrad Mizzi - M,
https://maltatoday.com/news/court_and_police/129681/man_remanded_in_custody_after_setting_fire_to_his_former_partners_car_in_dispute_over_access_to_their_child,Crime and Justice,Male: 6 Female: 2 Unknown: 0,Male: 5 Female: 0 Unknown: 0,Male: 6 Female: 2 Unknown: 0,Jeffrey Scicluna - M Mario Xiberras - M Joseph Camilleri Azarov - M John Joseph Debono - M ex-partner - F Robert Spiteri - M boy - M other mother - F,
https://maltatoday.com/news/court_and_police/129680/man_breached_protection_order_by_anonymously_calling_his_former_partners_phone_to_speak_to_son_,Crime and Justice,Male: 3 Female: 2 Unknown: 0,Male: 7 Female: 0 Unknown: 0,Male: 4 Female: 2 Unknown: 0,man - M partner - F son - M Christian Cauchi - M Yana Micallef Stafrace - F Lennox Vella - M,
https://timesofmalta.com/article/man-held-arrest-heroin-cocaine-found.1101686,Crime and Justice,Male: 2 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Man - M Philip Galea Farrugia - M,
https://maltatoday.com/news/court_and_police/131602/bodycam_footage_of_amrun_assault_on_police_officers_played_in_court,Crime and Justice,Male: 12 Female: 4 Unknown: 0,Male: 6 Female: 3 Unknown: 0,Male: 13 Female: 3 Unknown: 0,Monica Vella - F Elton Anthony Borg - M Kurt Borg - M Erica Borg - F Redeimen Aquilina - M Christian Mansueto - M Joseph Gatt - M Elisia Scicluma - F Franco Debono - M Matthew Xuereb - M Alex Scerri Herrera - M Arthur Azzopardi - M Jacob Magri - M Mario Mifsud - M Nicholas Mifsud - M Charles Mercieca - M,
https://maltatoday.com/news/court_and_police/130738/social_media_video_of_thief_breaking_into_car_leads_to_mans_arrest_,Crime and Justice,Male: 5 Female: 2 Unknown: 0,Male: 6 Female: 0 Unknown: 0,Male: 5 Female: 2 Unknown: 0,Antonello Magri - M Kurt Farrugia - M Keith Rizzo - M Brenden Hewer - M Stephen Urry - M Marseanne Farrugia - F Maria Karlsson - F,
https://maltatoday.com/news/court_and_police/130748/quadbike_overturns_on_st_pauls_bay_bypass_pillion_rider_seriously_injured,Crime and Justice,Male: 2 Female: 0 Unknown: 0,Male: 0 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Man - M Man - M,
https://maltatoday.com/news/court_and_police/130061/six_individuals_two_companies_were_meant_to_be_arraigned_over_vitals_deal_on_wednesday,Crime and Justice,Male: 15 Female: 4 Unknown: 0,Male: 13 Female: 0 Unknown: 0,Male: 20 Female: 4 Unknown: 0,Wasay Attaoul Bhatti - M Kamal Sharma - M Lujo Mikulicic - M Tyrone Robert Kirkwood Greenshields - M Hamid Chaudry - M Ahmed Ibtesam - M Joseph Muscat - M Keith Schembri - M Konrad Mizzi - M Shaukat Ali - M Asad Shaukat Ali - M Wajid Shaukat Ali - M Ram Tumuluri - M Leonard Caruana - M Ram Tumuluri - M Giusepe Domizio Musarella - M Shazoo Ghaznavi - M Jessica Formosa - F Veronique Dalli - F Francesco Refalo - M Shelby Aquilina - F Rebekah Spiterti - F Hubert Cini - M Wayne Rodney Borg - M,
https://maltatoday.com/news/court_and_police/130999/massage_therapist_gives_court_harrowing_account_of_her_rape_at_the_hands_of_a_client,Crime and Justice,Male: 6 Female: 3 Unknown: 3,Male: 3 Female: 0 Unknown: 0,Male: 6 Female: 5 Unknown: 0,Kevan Azzopardi - M Harona Conateh - M Employee 1 - F Employee 2 - F Employee 3 - F Angele Vella - F Nicholas de Gaetano - M Ilona Schembri - F Clayton Camilleri - M Brian Xuereb - M Wayne Buhagiar - M,
https://timesofmalta.com/article/funeral-nicolette-ghirxi-held-saturday.1096745,Crime and Justice,Male: 1 Female: 2 Unknown: 0,Male: 0 Female: 4 Unknown: 0,Male: 1 Female: 2 Unknown: 0,Nicolette Ghirxi - F Edward Johnston - M Justine Azzopardi - F,
https://timesofmalta.com/article/association-explains-wheelchairbound-teen-now-allowed-handball-team.1101648,Crime and Justice,Male: 3 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 0,Male: 3 Female: 0 Unknown: 0,Thomas Mifsud - M Stefano Filletti - M Maurice Meli - M,
https://maltatoday.com/news/court_and_police/132707/jury_finds_man_guilty_of_attempted_murder_sentencing_to_take_place_thursday,Crime and Justice,Male: 7 Female: 2 Unknown: 0,Male: 5 Female: 4 Unknown: 0,Male: 7 Female: 2 Unknown: 0,Paul Borg - M Mario Grech - M Consuelo Scerri Herrera - F Darlene Grime - F Ramon Bonnet Sladden - M Edward Gatt - M Mark Vassallo - M Arthur Azzopardi - M Jacob Magri - M,
https://timesofmalta.com/article/courts-order-suspension-industrial-action-law-courts.1101671,Crime and Justice,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Kevin Camiller - M,
https://timesofmalta.com/article/man-admits-fixing-letterboxes-fraudulent-residence-permits.1097098,Crime and Justice,Male: 3 Female: 1 Unknown: 0,Male: 4 Female: 0 Unknown: 0,Male: 3 Female: 1 Unknown: 0,Anthony Attard - M Karl Roberts - M Nadine Sant Lia - F Martin Farrugia - M,
https://maltatoday.com/news/court_and_police/130626/nepalese_man_reveals_4000_payment_for_fake_maltese_work_permit,Crime and Justice,Male: 7 Female: 0 Unknown: 1,Male: 3 Female: 0 Unknown: 0,Male: 6 Female: 0 Unknown: 0,Man from nepal - M Andre D'Amato - M Leonard Caruana - M Magar Dil Bahadur - M Franco Debono - M Alfred Abela - M,
https://timesofmalta.com/article/today-front-pages-may-26-2024.1093044,Crime and Justice,Male: 2 Female: 0 Unknown: 2,Male: 2 Female: 0 Unknown: 0,Male: 2 Female: 0 Unknown: 2,Fugitive - U Fugitive - U Adrian Delia - M Robert Abela - M,
https://timesofmalta.com/article/birkirkara-council-fresh-legal-action-eyesore-telecom-cables.1097275,Crime and Justice,Male: 2 Female: 1 Unknown: 0,Male: 1 Female: 0 Unknown: 0,Male: 2 Female: 1 Unknown: 0,Miriam Dalli - F Joseph Muscat - M Richard Sladden - M,
https://timesofmalta.com/article/man-arrested-hamrun-instigated-terrorism-france-court-hears.1100435,Crime and Justice,Male: 7 Female: 0 Unknown: 0,Male: 7 Female: 0 Unknown: 0,Male: 7 Female: 0 Unknown: 0,Mouhamadou Dosso - M Victor Bugeja - M Noel Bartolo - M Dejan Darmanin - M Mauro Abela - M Zachary Zammit - M Mohammed Shurrab - M,
